Date,Close,High,Low,Open,Volume
2023-03-06,184.03265380859375,188.7703350321703,183.7738788997343,187.11811821575978,33209400
2023-03-07,183.6444549560547,189.46701858054126,183.14680046463567,188.1133977563931,36701500
2023-03-08,184.1023406982422,184.39097367878765,180.48936350593286,182.01218534014973,19432400
2023-03-09,180.83770751953125,188.0437354729427,179.45422851848588,185.4758514347984,26582800
2023-03-10,178.66793823242188,183.9032740280053,177.96127724794607,180.16090194224154,25665000
2023-03-13,180.05142211914062,182.91791737815754,173.99995575243568,177.12522592730892,24728000
2023-03-14,193.10987854003906,193.40847431166495,185.68486586763575,186.70008541627902,41642600
2023-03-15,196.82237243652344,196.85223049422967,189.94478298357055,192.04488576977488,42123600
2023-03-16,203.9687042236328,204.79481267058574,195.17017466318015,197.32999377461536,50447100
2023-03-17,194.69241333007812,200.95290087614472,194.5132497950303,199.61919032932525,50141100
2023-03-20,196.88211059570312,198.4248428945065,192.73167305050785,197.54896593782573,25186300
2023-03-21,201.21168518066406,202.59516418009426,197.02142731474626,202.24679993080582,31827000
2023-03-22,198.87271118164062,206.39724563624534,198.73336851348913,201.55009512210543,28477800
2023-03-23,203.32174682617188,206.90486575081258,201.20173353015846,201.88849925631558,27389700
2023-03-24,205.0436248779297,206.60626747501993,202.59517296507255,204.21751649177017,27716400
2023-03-27,201.8885040283203,204.89434190908338,200.41545074102171,203.84926426575987,18527200
2023-03-28,199.73861694335938,200.08698119285827,196.97165894282725,199.21110435106297,19127300
2023-03-29,204.38673400878906,204.75499352353694,201.58990262238925,202.60512217791344,18851100
2023-03-30,206.86505126953125,207.11387855844876,201.8686102428606,202.4259809400818,22608300
2023-03-31,210.94581604003906,211.17473288382774,205.80006974339463,206.26786624192704,25440300
2023-04-03,212.0705108642578,212.4885388512506,207.22334536538006,207.8603425627802,17924600
2023-04-04,213.71275329589844,215.2256272538082,211.5429717419898,212.38899048112867,21026400
2023-04-05,210.48797607421875,214.1805797256287,208.9552066562375,213.14544969847222,19396600
2023-04-06,215.08631896972656,215.92237503248484,207.67125346009254,208.26844504047006,26104400
2023-04-10,213.7426300048828,214.64836493411835,209.6718194159604,213.70282432311066,16106100
2023-04-11,212.84686279296875,215.00668177517124,212.40892434732177,214.469206341982,16710100
2023-04-12,212.99612426757812,215.8227981596567,211.58278732153883,213.83218017584758,18972200
2023-04-13,219.3163604736328,220.11259558285633,214.67821654507077,214.71802222564747,23310400
2023-04-14,220.4510040283203,221.06809077122915,216.52948399337296,216.85793779798237,21591200
2023-04-17,217.83335876464844,219.9434092793781,216.11147820663248,218.75898897403798,15481900
2023-04-18,216.86788940429688,219.40593053219777,215.1957774816206,218.87841794798126,12281000
2023-04-19,214.6881866455078,216.31054546546787,211.93117597017783,212.46865143110782,15898100
2023-04-20,212.0705108642578,215.7332409525059,211.77191510577404,212.47857604073408,16475400
2023-04-21,211.89134216308594,212.4089071193459,208.5968716512829,209.22392121007456,17717200
2023-04-24,211.7918243408203,212.9165285242688,209.72159470294358,212.67764886426204,15750900
2023-04-25,206.576416015625,210.26900443754622,206.15838799732518,209.83108117114566,19198200
2023-04-26,208.417724609375,213.10563726845726,207.90017479939294,211.50318897041646,41992700
2023-04-27,237.44094848632812,240.55627098694686,235.65935178950915,238.7647114788081,71196500
2023-04-28,239.19268798828125,239.302157408545,234.64411815351386,237.88882032208997,39554000
2023-05-01,242.0392608642578,242.85542162022017,235.3507976508865,237.50065377540756,29143900
2023-05-02,238.1177520751953,243.77110041454424,237.86892480278289,242.0392571311576,24350100
2023-05-03,235.91810607910156,240.6159660732543,231.65818450279187,238.34666262371402,34463900
2023-05-04,232.42459106445312,237.08263047842968,231.83734713856848,234.95266955894937,17889400
2023-05-05,231.68804931640625,233.57913051710213,228.77180096550416,231.15058908887747,26978900
2023-05-08,232.17576599121094,234.51473334429355,229.18983858856006,230.3344380180247,16400500
2023-05-09,232.2752685546875,234.77350399447775,229.99601750847725,230.37423980806227,16865600
2023-05-10,231.9866485595703,235.6394311610159,229.63771845877667,235.06215005629753,19119000
2023-05-11,234.6839141845703,237.09257544998172,231.21029532036715,231.9567771077636,20449000
2023-05-12,232.71322631835938,235.84845920450806,230.36429615334117,235.62948997993087,16155300
2023-05-15,237.73951721191406,239.13294378898573,234.22607752588772,235.80861524996425,20653200
2023-05-16,237.69973754882812,238.51588315123632,234.41521432943026,234.68393686407012,18163800
2023-05-17,241.35252380371094,242.69618205809556,237.0229228805313,237.3314662903408,21193100
2023-05-18,245.69204711914062,245.9309115733204,240.05859420416544,240.1680788080682,22943300
2023-05-19,244.4877166748047,247.52341234256357,242.26818172538563,246.30913407546,21599800
2023-05-22,247.15516662597656,252.3805394775979,243.9701653095046,244.25881345757563,27738500
2023-05-23,245.5825653076172,250.4297156168021,245.49297594907011,245.6522290451414,17748100
2023-05-24,248.04100036621094,248.41920751653527,243.8009736603465,244.12942750285802,17724300
2023-05-25,251.50466918945312,254.42091768179606,248.00117676182518,252.21133017450006,22371400
2023-05-26,260.810791015625,261.0795135233531,251.5245557905279,251.74350980849536,25727200
2023-05-30,261.2885437011719,267.3897935706732,260.0643329023369,264.0057485798782,23816500
2023-05-31,263.478271484375,263.75695686533106,257.2376932888084,258.7804105093814,25473700
2023-06-01,271.3311767578125,272.7146708722513,264.64272931776173,264.65266175333346,25609500
2023-06-02,271.3311767578125,274.0583441211411,269.84817604113204,271.380960433354,19405300
2023-06-05,270.1169738769531,274.27735897392324,268.29554106155626,269.03206013749497,20742900
