Datetime,Close,High,Low,Open,Volume
2025-03-04 14:30:00+00:00,274.5,275.30999755859375,270.0899963378906,270.79998779296875,11732778
2025-03-04 14:35:00+00:00,274.8299865722656,278.2799987792969,273.5899963378906,274.5199890136719,3296761
2025-03-04 14:40:00+00:00,272.66339111328125,276.239990234375,270.6099853515625,274.7300109863281,3074233
2025-03-04 14:45:00+00:00,271.5,274.7099914550781,271.0199890136719,272.739990234375,2634284
2025-03-04 14:50:00+00:00,268.6003112792969,271.989990234375,267.66009521484375,271.7200012207031,4229166
2025-03-04 14:55:00+00:00,265.8800048828125,270.8099060058594,265.7950134277344,268.739990234375,2931851
2025-03-04 15:00:00+00:00,265.718994140625,266.9346923828125,263.6300048828125,265.8699951171875,4089694
2025-03-04 15:05:00+00:00,265.7875061035156,266.8699951171875,264.1099853515625,265.70831298828125,2243907
2025-03-04 15:10:00+00:00,266.30999755859375,267.9200134277344,264.8299865722656,265.7950134277344,2172532
2025-03-04 15:15:00+00:00,262.69000244140625,266.4861145019531,262.1499938964844,266.385009765625,2550341
2025-03-04 15:20:00+00:00,264.4549865722656,264.7099914550781,261.840087890625,262.7300109863281,2384157
2025-03-04 15:25:00+00:00,265.6099853515625,266.07000732421875,263.09381103515625,264.44000244140625,1790517
2025-03-04 15:30:00+00:00,266.0519104003906,267.29998779296875,264.1499938964844,265.57000732421875,1860653
2025-03-04 15:35:00+00:00,264.5072937011719,266.6600036621094,263.8699951171875,266.04998779296875,1400710
2025-03-04 15:40:00+00:00,266.92999267578125,266.92999267578125,263.67999267578125,264.44000244140625,1386071
2025-03-04 15:45:00+00:00,267.2250061035156,267.81561279296875,265.3399963378906,266.8599853515625,1291608
2025-03-04 15:50:00+00:00,265.1449890136719,267.5799865722656,265.0299987792969,267.29168701171875,1124625
2025-03-04 15:55:00+00:00,265.7900085449219,266.1820983886719,264.44000244140625,265.260009765625,1191480
2025-03-04 16:00:00+00:00,265.8736877441406,266.69390869140625,264.54998779296875,265.8299865722656,1038758
2025-03-04 16:05:00+00:00,263.2950134277344,266.39569091796875,262.7510070800781,265.7699890136719,1374832
2025-03-04 16:10:00+00:00,265.797607421875,265.8783874511719,262.5101013183594,263.3999938964844,1256085
2025-03-04 16:15:00+00:00,264.3949890136719,266.6000061035156,264.09991455078125,265.55999755859375,930199
2025-03-04 16:20:00+00:00,264.6300048828125,266.05999755859375,264.2200012207031,264.5,866770
2025-03-04 16:25:00+00:00,262.760498046875,264.6422119140625,262.0751953125,264.5072021484375,1229643
2025-03-04 16:30:00+00:00,264.42498779296875,264.94000244140625,262.6117858886719,262.67999267578125,1002558
2025-03-04 16:35:00+00:00,266.2699890136719,266.6426086425781,264.19549560546875,264.468505859375,1160636
2025-03-04 16:40:00+00:00,268.0,268.6199951171875,266.05999755859375,266.3299865722656,1493204
2025-03-04 16:45:00+00:00,268.4339904785156,268.7200012207031,266.8699951171875,268.0,1071652
2025-03-04 16:50:00+00:00,268.918212890625,269.7080078125,267.17999267578125,268.4800109863281,1270176
2025-03-04 16:55:00+00:00,268.2300109863281,269.7424011230469,268.0199890136719,268.82000732421875,1032420
2025-03-04 17:00:00+00:00,268.239990234375,268.94000244140625,267.2001037597656,268.1860046386719,861583
2025-03-04 17:05:00+00:00,267.2900085449219,268.42999267578125,266.6578063964844,268.0799865722656,821458
2025-03-04 17:10:00+00:00,268.6000061035156,269.3009033203125,267.06500244140625,267.08758544921875,943194
2025-03-04 17:15:00+00:00,268.0,269.1499938964844,267.840087890625,268.510009765625,760981
