Datetime,Close,High,Low,Open,Volume
2025-03-04 14:30:00+00:00,113.3550033569336,113.69999694824219,111.3499984741211,111.8949966430664,47151697
2025-03-04 14:35:00+00:00,113.61000061035156,115.13999938964844,113.0,113.3499984741211,11775776
2025-03-04 14:40:00+00:00,113.37010192871094,114.25,112.37999725341797,113.61499786376953,9251901
2025-03-04 14:45:00+00:00,114.05999755859375,115.08000183105469,112.95999908447266,113.37000274658203,8208414
2025-03-04 14:50:00+00:00,113.94000244140625,114.37999725341797,113.30010223388672,114.05000305175781,5965854
2025-03-04 14:55:00+00:00,112.93000030517578,114.4800033569336,112.72000122070312,113.94000244140625,5716453
2025-03-04 15:00:00+00:00,112.34500122070312,113.19999694824219,111.77999877929688,112.91100311279297,7969368
2025-03-04 15:05:00+00:00,111.70999908447266,112.77539825439453,111.15029907226562,112.33999633789062,6495806
2025-03-04 15:10:00+00:00,111.89990234375,112.41999816894531,111.2699966430664,111.7156982421875,5724696
2025-03-04 15:15:00+00:00,110.2699966430664,111.8949966430664,110.1500015258789,111.88999938964844,7969591
2025-03-04 15:20:00+00:00,110.9655990600586,111.20999908447266,110.11000061035156,110.29000091552734,6399609
2025-03-04 15:25:00+00:00,111.61000061035156,111.83000183105469,110.68000030517578,110.95999908447266,5257835
2025-03-04 15:30:00+00:00,111.95929718017578,112.4800033569336,111.03209686279297,111.5999984741211,5508529
2025-03-04 15:35:00+00:00,111.7249984741211,112.36000061035156,111.51000213623047,111.95999908447266,3608259
2025-03-04 15:40:00+00:00,112.94000244140625,112.97000122070312,111.54180145263672,111.722900390625,4898239
2025-03-04 15:45:00+00:00,112.88990020751953,113.30000305175781,112.47000122070312,112.9280014038086,4807770
2025-03-04 15:50:00+00:00,111.91999816894531,113.01000213623047,111.83999633789062,112.8499984741211,3894966
2025-03-04 15:55:00+00:00,112.40499877929688,112.69999694824219,111.37999725341797,111.91919708251953,3847001
2025-03-04 16:00:00+00:00,111.91000366210938,112.80000305175781,111.80999755859375,112.36090087890625,3449972
2025-03-04 16:05:00+00:00,111.03399658203125,112.16999816894531,110.9000015258789,111.87560272216797,3951663
2025-03-04 16:10:00+00:00,111.83000183105469,111.87999725341797,110.95999908447266,111.04000091552734,3404180
2025-03-04 16:15:00+00:00,111.58000183105469,112.41999816894531,111.54000091552734,111.8499984741211,3130838
2025-03-04 16:20:00+00:00,111.93499755859375,112.36000061035156,111.54010009765625,111.58989715576172,3035502
2025-03-04 16:25:00+00:00,111.83000183105469,112.23999786376953,111.41000366210938,111.93000030517578,3254331
2025-03-04 16:30:00+00:00,112.66000366210938,112.98560333251953,111.81999969482422,111.81999969482422,4135550
2025-03-04 16:35:00+00:00,113.01000213623047,113.44000244140625,112.5199966430664,112.66000366210938,4095424
2025-03-04 16:40:00+00:00,113.2699966430664,113.87999725341797,112.78009796142578,113.01000213623047,4578366
2025-03-04 16:45:00+00:00,113.77130126953125,113.87000274658203,112.91999816894531,113.26000213623047,3576356
2025-03-04 16:50:00+00:00,114.13999938964844,114.37999725341797,113.44000244140625,113.77120208740234,4271202
2025-03-04 16:55:00+00:00,114.38970184326172,115.18000030517578,114.0250015258789,114.13999938964844,6048316
2025-03-04 17:00:00+00:00,114.75250244140625,114.85649871826172,113.86000061035156,114.38400268554688,4123920
2025-03-04 17:05:00+00:00,114.2405014038086,114.86000061035156,114.19000244140625,114.75499725341797,3110710
2025-03-04 17:10:00+00:00,114.20600128173828,114.9397964477539,114.11000061035156,114.24500274658203,3017587
2025-03-04 17:15:00+00:00,114.80999755859375,115.05999755859375,114.01000213623047,114.20999908447266,3492018
2025-03-04 17:20:00+00:00,115.5199966430664,115.80999755859375,114.70999908447266,114.82499694824219,5058108
2025-03-04 17:25:00+00:00,116.01020050048828,116.5999984741211,115.51000213623047,115.5199966430664,5748070
2025-03-04 17:30:00+00:00,115.41999816894531,116.0999984741211,115.0999984741211,116.01499938964844,3908259
2025-03-04 17:35:00+00:00,115.93229675292969,116.31099700927734,115.30999755859375,115.41500091552734,3550055
2025-03-04 17:40:00+00:00,115.9176025390625,116.08000183105469,115.51499938964844,115.91999816894531,2937093
2025-03-04 17:45:00+00:00,116.07499694824219,116.5999984741211,115.8499984741211,115.90499877929688,3763202
2025-03-04 17:50:00+00:00,115.7750015258789,116.21990203857422,115.4800033569336,116.106201171875,2968769
2025-03-04 17:55:00+00:00,115.56009674072266,115.77999877929688,115.21009826660156,115.74009704589844,2465274
2025-03-04 18:00:00+00:00,115.69000244140625,115.94999694824219,115.23999786376953,115.56999969482422,5050934
2025-03-04 18:05:00+00:00,116.6449966430664,116.66000366210938,115.62999725341797,115.69879913330078,3257552
2025-03-04 18:10:00+00:00,117.1500015258789,117.58000183105469,116.44999694824219,116.6417007446289,4719018
