Datetime,Close,High,Low,Open,Volume
2025-03-04 14:30:00+00:00,237.66000366210938,239.38999938964844,237.1999969482422,237.7050018310547,3718085
2025-03-04 14:35:00+00:00,238.39480590820312,238.8699951171875,237.32009887695312,237.67999267578125,1007705
2025-03-04 14:40:00+00:00,239.2449951171875,239.35499572753906,237.25999450683594,238.39599609375,941772
2025-03-04 14:45:00+00:00,237.79200744628906,239.35000610351562,237.75999450683594,239.22999572753906,715150
2025-03-04 14:50:00+00:00,237.2100067138672,238.05999755859375,236.77999877929688,237.85000610351562,747297
2025-03-04 14:55:00+00:00,236.6300048828125,237.58999633789062,236.5,237.13499450683594,733132
2025-03-04 15:00:00+00:00,237.84500122070312,237.99000549316406,236.35000610351562,236.6199951171875,979329
2025-03-04 15:05:00+00:00,238.22630310058594,238.6699981689453,237.52000427246094,237.86000061035156,797463
2025-03-04 15:10:00+00:00,238.94000244140625,239.11000061035156,237.72999572753906,238.22059631347656,675163
2025-03-04 15:15:00+00:00,237.80999755859375,239.22959899902344,237.57000732421875,238.89999389648438,781682
2025-03-04 15:20:00+00:00,237.91000366210938,238.16000366210938,237.35000610351562,237.82000732421875,710157
2025-03-04 15:25:00+00:00,238.39999389648438,239.0,237.86500549316406,237.9149932861328,767941
2025-03-04 15:30:00+00:00,239.3311004638672,239.80999755859375,238.30999755859375,238.39999389648438,895063
2025-03-04 15:35:00+00:00,239.076904296875,239.61000061035156,238.91000366210938,239.32000732421875,516302
2025-03-04 15:40:00+00:00,239.22000122070312,239.33999633789062,238.57000732421875,239.0500030517578,590615
2025-03-04 15:45:00+00:00,239.0800018310547,239.64999389648438,238.77000427246094,239.25,485348
2025-03-04 15:50:00+00:00,239.08729553222656,239.32949829101562,238.86000061035156,239.08999633789062,362623
2025-03-04 15:55:00+00:00,239.08999633789062,239.39999389648438,238.9365997314453,239.11000061035156,499141
2025-03-04 16:00:00+00:00,239.1300048828125,239.5800018310547,238.72999572753906,239.08999633789062,539766
2025-03-04 16:05:00+00:00,238.0,239.1553955078125,237.64999389648438,239.11000061035156,712577
